vendor_id,pickup_datetime,dropoff_datetime,passenger_count,trip_distance,rate_code,store_and_fwd_flag,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,total_amount
CMT,2024-08-21 01:43:01,2024-01-11 22:00:18,3,20.85,6,N,-74.007563,40.692449,-73.912158,40.7386,Unknown,427.96,6.59,2.63,94.35,28.36,402.72
CMT,2024-01-04 01:11:46,2024-09-06 22:17:49,5,32.27,5,Y,-73.949835,40.740866,-73.967572,40.64583,Unknown,58.43,7.72,3.07,45.69,1.91,158.86
CMT,2024-10-15 08:25:41,2024-08-18 06:03:11,1,19.89,1,N,-73.833707,40.644094,-73.885591,40.739953,No Charge,447.98,0.14,2.04,34.9,38.59,210.0
CMT,2024-10-10 08:32:09,2024-06-24 19:55:45,4,36.33,6,N,-73.848764,40.710911,-73.852365,40.666635,Credit Card,375.11,6.4,0.28,3.96,38.98,401.73
VTS,2024-05-09 18:16:39,2024-02-22 09:39:40,3,30.53,2,Y,-74.0397,40.637311,-74.024145,40.81439,Unknown,138.66,3.64,2.28,62.66,6.91,494.92
CMT,2024-06-07 03:46:20,2024-05-30 07:45:12,5,40.63,1,N,-73.948849,40.747785,-73.835647,40.778281,No Charge,146.17,8.15,2.96,12.86,23.11,247.24
CMT,2024-04-19 15:15:04,2024-10-16 11:08:30,5,18.71,5,Y,-74.006841,40.807643,-73.850742,40.69255,Cash,428.66,9.81,2.64,6.33,43.97,416.67
CMT,2024-10-28 07:00:03,2024-05-19 21:36:54,2,3.13,4,Y,-73.923283,40.796815,-73.862982,40.713939,Cash,200.55,6.85,0.28,6.13,43.44,477.43
VTS,2024-02-17 01:10:35,2024-01-09 04:12:34,3,15.98,6,Y,-74.00055,40.812522,-73.820402,40.794283,No Charge,74.92,7.13,3.43,10.22,35.07,457.42
CMT,2024-06-05 04:44:09,2024-01-26 02:36:09,3,40.86,6,Y,-73.982257,40.8481,-73.992522,40.785496,Unknown,112.34,4.64,1.02,14.72,31.69,382.81
VTS,2024-05-20 11:15:04,2024-11-18 21:37:21,4,46.13,5,Y,-73.783272,40.839426,-73.853529,40.636007,Cash,68.36,9.17,4.94,17.61,16.41,53.93
CMT,2024-08-03 15:19:23,2024-06-18 17:15:14,4,14.64,5,N,-73.800488,40.773327,-73.96543,40.728705,Cash,230.04,6.91,0.86,13.1,23.9,92.79
VTS,2024-06-28 06:23:49,2024-05-28 04:25:30,6,37.81,5,N,-73.922422,40.817046,-73.88863,40.814487,Cash,30.24,1.45,4.14,33.5,3.97,531.61
VTS,2024-05-26 11:55:25,2024-02-04 07:31:41,1,9.85,4,N,-74.033385,40.653161,-73.760738,40.812024,Cash,302.51,4.87,2.89,5.06,19.25,70.47
CMT,2024-03-28 17:58:41,2024-01-16 10:28:09,1,10.77,4,Y,-73.76184,40.737125,-73.827977,40.808092,Dispute,61.63,4.19,2.6,68.19,33.85,457.1
CMT,2024-06-28 23:53:21,2024-09-22 13:18:42,5,40.37,3,N,-73.827486,40.660554,-73.780626,40.72213,No Charge,429.06,0.37,4.97,42.75,19.04,224.66
VTS,2024-02-08 05:01:22,2024-10-21 09:38:33,3,21.97,4,N,-74.018644,40.701282,-73.778,40.824783,Unknown,80.5,1.65,0.41,89.56,28.96,341.52
VTS,2024-01-05 03:29:47,2024-02-23 03:56:40,1,49.25,5,Y,-73.850288,40.646112,-73.861711,40.752743,No Charge,346.05,4.03,0.03,18.49,24.58,271.92
CMT,2024-04-09 10:30:37,2024-07-13 17:30:48,6,49.66,1,Y,-73.866897,40.635717,-73.923018,40.799345,Dispute,186.43,9.84,4.5,53.4,15.19,19.18
CMT,2024-01-06 22:18:00,2024-09-19 17:26:50,1,8.77,6,N,-74.03486,40.686141,-73.905256,40.717161,Dispute,488.11,3.44,0.25,14.54,31.66,308.27
VTS,2024-01-22 12:15:26,2024-10-14 20:12:40,1,28.51,6,Y,-73.828033,40.759532,-73.999101,40.691449,No Charge,357.7,9.63,2.12,79.44,1.28,493.66
CMT,2024-07-03 17:52:52,2024-03-31 14:13:33,3,38.85,3,Y,-74.006815,40.835109,-73.891308,40.643586,Dispute,285.41,8.97,3.9,73.19,42.54,463.25
VTS,2024-04-26 21:40:00,2024-03-08 10:35:57,1,36.03,2,Y,-73.975399,40.708756,-73.805645,40.677489,Credit Card,491.95,2.1,0.03,32.73,37.45,28.76
VTS,2024-10-30 07:05:28,2024-01-15 04:49:20,2,23.11,3,N,-73.893515,40.769992,-73.815674,40.652778,No Charge,216.94,5.19,2.97,78.02,10.71,258.23
VTS,2024-02-12 20:42:04,2024-02-16 04:00:24,1,49.54,1,N,-73.774058,40.67678,-73.824068,40.720907,Cash,31.59,7.71,2.26,64.81,34.44,233.97
CMT,2024-02-11 19:09:45,2024-09-18 13:28:11,2,49.71,4,N,-73.934937,40.74459,-73.93678,40.752565,Unknown,119.28,9.33,3.06,63.01,9.21,116.5
VTS,2024-09-10 14:38:46,2024-05-10 17:22:30,4,32.16,4,N,-73.843855,40.670189,-73.821202,40.736945,Cash,224.2,3.81,0.85,77.47,15.06,516.66
VTS,2024-03-14 20:31:20,2024-07-02 07:06:21,2,12.8,5,N,-73.873694,40.841006,-73.824027,40.681435,Credit Card,78.48,5.99,4.52,88.12,35.86,189.26
CMT,2024-01-21 02:47:06,2024-09-18 21:48:41,6,25.33,4,N,-73.754962,40.730887,-73.885171,40.764522,No Charge,432.29,2.44,3.78,51.93,0.56,384.99
CMT,2024-01-18 09:21:20,2024-05-22 03:41:48,1,17.49,1,N,-73.905519,40.761939,-73.854321,40.829928,Dispute,181.37,3.01,4.08,99.23,2.92,104.76
CMT,2024-02-06 13:20:17,2024-01-31 17:58:25,2,11.55,6,N,-73.925307,40.730726,-73.995402,40.814697,No Charge,77.81,4.5,4.94,12.51,30.42,92.06
CMT,2024-07-22 06:51:58,2024-01-06 10:50:31,6,20.53,2,N,-73.974963,40.68031,-73.831921,40.687282,Credit Card,419.57,6.4,2.37,93.11,32.07,471.31
CMT,2024-05-27 01:06:13,2024-02-24 03:41:31,3,30.87,6,Y,-73.925347,40.803971,-74.015279,40.633304,Unknown,453.28,8.46,1.62,22.95,7.43,265.46
VTS,2024-07-24 19:04:09,2024-03-12 07:29:41,2,48.63,3,N,-73.762475,40.648538,-73.924265,40.677691,Credit Card,422.69,9.09,3.93,94.2,9.13,324.17
CMT,2024-06-12 08:05:44,2024-08-09 15:14:22,3,10.36,1,N,-73.84519,40.84575,-73.88779,40.736114,Cash,450.15,9.19,3.47,43.38,26.0,331.65
VTS,2024-01-23 10:56:54,2024-03-18 07:47:22,2,33.07,1,N,-73.918925,40.816114,-73.827455,40.686762,No Charge,436.41,2.84,0.98,88.34,20.0,19.33
CMT,2024-03-18 13:49:57,2024-04-29 23:47:53,4,43.34,5,N,-73.904855,40.779175,-73.885756,40.655878,Unknown,473.1,5.99,3.31,75.53,1.72,419.15
CMT,2024-02-04 16:10:31,2024-11-09 07:10:39,1,13.22,4,Y,-73.99133,40.782791,-73.878264,40.673383,Cash,359.54,4.43,2.14,22.59,37.95,151.17
VTS,2024-08-28 09:10:10,2024-09-08 05:23:45,5,7.43,5,N,-74.004791,40.6389,-74.04676,40.799603,Dispute,162.52,4.59,3.4,87.91,25.34,375.58
VTS,2024-05-24 00:14:12,2024-08-25 23:43:13,6,21.73,1,Y,-73.946678,40.78446,-73.930769,40.722917,Unknown,329.11,9.83,4.92,98.09,34.11,572.51
CMT,2024-02-01 01:52:33,2024-10-27 02:58:06,1,37.65,5,N,-73.953238,40.745958,-73.808276,40.663317,Credit Card,83.24,6.66,1.18,49.39,0.34,284.1
CMT,2024-04-30 03:32:37,2024-03-16 14:51:11,5,20.45,4,N,-74.017279,40.724053,-73.860885,40.784264,No Charge,37.59,5.14,2.34,6.71,10.49,36.86
VTS,2024-10-19 16:06:38,2024-03-05 20:21:02,3,32.72,3,N,-73.835407,40.746506,-74.046026,40.737871,Credit Card,105.14,3.95,2.92,35.87,2.44,394.52
VTS,2024-07-31 13:12:04,2024-07-02 01:16:04,5,26.77,3,Y,-73.993451,40.656558,-73.971017,40.66725,No Charge,198.79,4.62,0.86,95.95,9.26,439.6
CMT,2024-02-04 04:39:22,2024-11-05 17:51:09,2,11.86,4,N,-73.831486,40.676707,-73.844286,40.694022,Credit Card,216.31,1.41,4.77,10.17,7.37,355.47
CMT,2024-03-02 19:03:32,2024-05-30 16:37:40,1,37.24,6,N,-73.86052,40.699241,-73.757917,40.81662,Unknown,125.82,5.72,3.41,96.82,29.81,231.37
CMT,2024-07-22 15:10:12,2024-05-23 17:54:38,5,28.86,4,Y,-73.874988,40.731099,-73.80755,40.677787,No Charge,179.1,2.82,1.68,14.5,2.76,32.94
CMT,2024-10-31 00:33:05,2024-03-16 10:16:11,3,31.01,2,Y,-74.035295,40.774062,-73.960366,40.836129,No Charge,458.45,6.11,0.79,61.32,42.17,542.52
VTS,2024-08-20 15:52:13,2024-04-15 17:38:10,1,15.46,5,Y,-73.973596,40.683849,-73.907167,40.708448,Cash,180.51,6.94,2.81,74.26,8.38,208.38
CMT,2024-01-10 19:05:02,2024-03-09 22:46:32,3,39.05,2,Y,-73.991695,40.847274,-73.855551,40.840359,Cash,267.4,1.46,2.75,15.17,39.78,147.14
CMT,2024-01-01 06:00:47,2024-01-26 17:02:04,1,37.4,4,N,-74.00048,40.773645,-73.761881,40.646333,Cash,31.72,4.38,2.15,13.35,20.33,441.35
CMT,2024-02-18 19:59:17,2024-10-01 09:17:09,3,29.44,6,Y,-73.941252,40.747391,-73.905345,40.794689,Unknown,334.71,2.61,1.54,21.27,34.27,477.08
VTS,2024-02-24 12:15:33,2024-03-27 21:52:37,1,42.93,5,N,-73.951812,40.76222,-73.79842,40.658578,No Charge,474.48,3.27,1.92,19.19,8.37,17.27
CMT,2024-05-28 17:49:00,2024-07-28 16:55:29,6,37.6,5,Y,-73.839277,40.835593,-73.956791,40.640565,Cash,422.98,9.04,3.08,20.5,36.77,450.66
VTS,2024-10-06 08:19:53,2024-08-04 22:29:54,4,27.52,4,N,-73.980065,40.842635,-73.84068,40.631955,Cash,165.67,4.58,3.39,96.25,23.13,477.22
CMT,2024-03-07 14:32:29,2024-08-02 00:25:24,5,6.03,4,Y,-73.822672,40.735519,-73.866351,40.668581,Unknown,229.81,6.7,1.74,14.57,45.38,382.15
VTS,2024-11-13 09:05:33,2024-08-22 17:39:59,2,32.05,3,Y,-73.92171,40.829845,-73.975675,40.841618,Unknown,400.73,1.29,3.71,69.85,31.14,543.46
CMT,2024-09-09 20:46:26,2024-11-03 04:10:00,1,2.26,2,Y,-73.792542,40.732697,-73.821264,40.810082,Unknown,19.98,0.67,4.9,97.22,20.82,412.56
VTS,2024-08-18 13:48:02,2024-09-19 23:49:29,1,9.3,4,Y,-74.015165,40.691653,-73.877242,40.82544,Cash,51.76,0.25,1.92,25.79,48.04,22.07
VTS,2024-06-24 03:09:59,2024-03-08 23:03:31,2,4.81,4,N,-73.805076,40.782233,-73.857563,40.684013,Cash,200.23,6.91,0.58,34.21,30.82,10.5
CMT,2024-03-31 12:11:09,2024-08-01 12:41:53,2,10.11,6,Y,-74.0383,40.696164,-73.813617,40.818263,Unknown,128.06,7.96,3.67,29.22,48.84,377.96
VTS,2024-09-28 17:33:42,2024-02-25 09:07:22,2,2.36,1,N,-73.893775,40.698382,-73.958378,40.673465,Cash,479.08,7.44,2.5,43.83,32.57,278.02
VTS,2024-01-11 13:51:41,2024-02-29 15:16:03,2,3.77,2,N,-73.904727,40.736581,-73.896058,40.791385,Unknown,102.45,9.04,0.6,20.06,42.47,216.2
CMT,2024-01-16 16:32:14,2024-08-18 10:31:37,6,23.42,1,N,-73.84341,40.741545,-74.043527,40.831812,Unknown,364.66,8.91,2.35,51.32,22.94,442.82
CMT,2024-03-09 02:51:52,2024-02-28 16:22:20,6,49.03,1,N,-73.902568,40.805917,-73.885054,40.808607,No Charge,295.96,9.78,4.47,12.93,16.58,339.64
VTS,2024-06-04 08:54:25,2024-04-30 11:37:11,4,5.63,1,N,-73.804256,40.681664,-73.835449,40.646116,Unknown,131.17,3.61,1.76,95.88,7.94,6.43
CMT,2024-10-28 12:08:39,2024-02-12 18:04:13,4,29.7,2,Y,-73.970685,40.837907,-74.012177,40.732679,No Charge,183.26,0.94,0.3,96.68,44.96,193.82
VTS,2024-04-08 16:49:48,2024-05-16 09:03:15,3,14.07,3,Y,-74.025815,40.825791,-73.855321,40.633567,Unknown,266.45,2.08,2.78,22.16,6.29,279.76
VTS,2024-10-01 09:50:17,2024-01-04 09:47:14,3,48.59,4,N,-73.989779,40.71806,-73.966002,40.703868,No Charge,105.13,3.44,2.62,27.01,25.14,506.96
VTS,2024-03-13 22:00:34,2024-07-18 16:05:59,1,25.54,2,Y,-73.908912,40.834197,-74.044179,40.646418,Dispute,86.16,6.48,1.59,38.47,2.02,145.62
VTS,2024-06-23 07:41:25,2024-06-18 16:03:23,1,33.54,6,N,-74.00524,40.738531,-73.988344,40.681009,Dispute,281.04,8.55,0.76,21.9,38.26,223.9
VTS,2024-02-23 17:50:51,2024-11-18 18:50:12,2,1.06,6,Y,-73.863873,40.82043,-74.008032,40.738789,No Charge,320.85,3.91,3.26,9.31,42.72,548.61
VTS,2024-10-13 06:51:09,2024-02-07 17:06:17,6,37.32,2,N,-73.963959,40.76269,-73.842609,40.768886,Dispute,286.91,2.26,2.39,97.83,33.37,573.96
VTS,2024-11-08 06:54:30,2024-11-05 14:01:29,3,7.87,1,Y,-73.914203,40.750222,-73.933728,40.651923,Credit Card,343.78,2.53,3.34,48.26,28.81,363.36
VTS,2024-08-01 03:58:51,2024-11-17 12:12:50,1,17.08,1,N,-74.037167,40.842735,-74.03836,40.820936,Cash,120.47,1.14,2.84,64.91,15.24,114.12
CMT,2024-05-21 18:59:41,2024-06-22 10:22:47,1,36.71,4,Y,-73.8318,40.729684,-73.983905,40.817674,Dispute,461.18,9.97,0.13,22.14,20.71,478.97
CMT,2024-06-15 21:36:30,2024-08-04 22:15:33,6,30.92,5,Y,-73.810065,40.681476,-73.808668,40.748788,Credit Card,226.92,9.27,3.26,29.3,49.5,304.68
CMT,2024-03-30 03:19:54,2024-04-30 13:58:13,3,9.16,5,N,-73.852751,40.635942,-73.964776,40.697904,Unknown,231.6,6.59,3.73,65.71,10.59,558.12
CMT,2024-01-30 14:43:44,2024-02-21 12:50:06,3,32.53,3,N,-73.88502,40.786256,-73.942708,40.639852,Dispute,347.34,9.45,0.84,63.98,14.47,189.28
CMT,2024-10-17 09:46:48,2024-08-03 19:49:21,6,46.99,4,N,-74.045917,40.757962,-73.879088,40.693085,Unknown,102.87,4.76,1.28,21.49,41.34,284.79
CMT,2024-08-07 18:11:48,2024-09-02 14:42:48,4,24.82,6,N,-73.894937,40.708327,-73.916274,40.805767,Dispute,262.75,6.04,4.78,82.65,47.48,553.79
VTS,2024-09-21 16:19:36,2024-09-05 20:59:16,1,34.45,4,Y,-73.846099,40.769522,-73.853729,40.681585,Dispute,187.05,1.87,2.03,6.97,8.29,99.67
CMT,2024-07-14 08:17:12,2024-09-01 20:09:34,5,6.02,4,Y,-73.806029,40.704381,-73.760489,40.820832,Unknown,34.95,1.0,0.1,38.46,5.32,301.64
CMT,2024-10-26 14:59:31,2024-02-02 06:34:33,2,18.52,1,Y,-73.806248,40.650779,-73.861081,40.816555,Credit Card,71.31,8.89,0.93,59.86,43.41,524.51
VTS,2024-05-15 22:12:52,2024-10-07 18:46:29,4,3.82,2,Y,-73.872182,40.717615,-73.889684,40.667132,Credit Card,284.12,9.47,4.65,6.88,25.65,391.38
VTS,2024-01-28 01:21:29,2024-11-05 07:30:13,3,4.09,1,Y,-73.769698,40.76631,-73.976261,40.645332,Unknown,104.25,7.65,1.76,91.39,32.01,238.46
CMT,2024-02-14 09:16:38,2024-10-17 06:30:59,2,19.3,6,Y,-73.934897,40.764442,-73.909349,40.75684,Credit Card,346.19,3.67,0.2,77.28,5.4,190.04
CMT,2024-11-18 04:26:34,2024-03-24 09:51:29,6,16.2,2,Y,-73.787529,40.670423,-74.021352,40.713144,Credit Card,274.48,2.23,2.7,65.25,6.85,139.72
VTS,2024-08-27 00:24:41,2024-03-25 02:33:27,4,32.27,3,N,-73.920502,40.800509,-73.969102,40.663928,No Charge,370.76,7.13,3.72,22.07,37.83,236.73
VTS,2024-03-17 11:12:36,2024-09-06 08:46:26,3,12.43,6,N,-73.764158,40.673899,-73.822671,40.837085,No Charge,358.3,0.35,3.96,7.54,41.26,103.38
VTS,2024-05-21 07:44:13,2024-09-08 20:54:16,3,37.15,1,Y,-73.884144,40.73863,-73.790335,40.669374,Dispute,356.67,6.85,4.22,43.67,27.79,530.11
CMT,2024-03-27 04:52:05,2024-01-24 05:16:11,2,1.17,1,N,-73.982759,40.824011,-73.833304,40.796812,Unknown,192.56,3.04,3.61,23.31,13.13,164.87
CMT,2024-11-04 18:38:07,2024-08-31 05:18:12,6,45.87,4,N,-74.036628,40.835188,-74.049735,40.765973,Credit Card,377.77,5.51,0.45,65.97,16.48,375.97
VTS,2024-04-16 08:44:38,2024-07-16 04:30:53,2,47.76,2,Y,-73.910125,40.728986,-73.945467,40.710913,Credit Card,419.29,5.4,2.89,4.13,27.02,538.85
VTS,2024-07-08 17:21:56,2024-02-22 15:35:49,6,41.94,3,Y,-73.773001,40.738144,-73.761281,40.792964,No Charge,301.92,0.42,3.57,64.49,16.35,49.94
CMT,2024-05-14 08:10:54,2024-06-04 10:59:58,6,49.11,4,N,-73.999475,40.679358,-74.007575,40.742354,Cash,178.3,4.07,0.29,1.45,20.06,250.41
CMT,2024-04-01 06:42:51,2024-02-05 02:35:57,3,49.93,4,N,-73.971968,40.737508,-73.994877,40.631486,Credit Card,389.71,6.79,2.8,47.2,10.35,203.2
VTS,2024-10-06 07:01:37,2024-06-11 21:04:50,6,44.41,6,N,-74.023948,40.833924,-73.768999,40.760006,Credit Card,484.49,7.82,0.57,92.01,28.54,521.03
CMT,2024-06-13 08:33:43,2024-05-15 09:00:49,5,4.89,3,N,-73.852523,40.758394,-73.78499,40.674718,Dispute,258.43,5.26,1.66,5.62,20.47,65.25
CMT,2024-06-05 21:19:31,2024-05-26 05:53:31,5,24.54,6,Y,-73.927976,40.6323,-73.870961,40.699955,Credit Card,346.78,2.24,0.45,76.52,17.91,456.36
VTS,2024-04-19 11:12:12,2024-06-07 22:05:57,6,23.15,6,N,-73.807557,40.763755,-73.853433,40.674473,Dispute,367.73,1.33,0.36,9.1,18.57,164.58
VTS,2024-10-26 12:19:49,2024-07-02 09:46:40,1,36.39,2,Y,-73.948155,40.762693,-73.788985,40.67402,No Charge,258.9,1.16,3.38,82.53,35.82,349.95
VTS,2024-02-13 21:57:35,2024-03-30 18:14:13,1,6.63,5,Y,-73.865403,40.729053,-74.047577,40.75629,Unknown,326.72,7.48,0.88,15.04,48.58,424.02
VTS,2024-06-02 21:35:46,2024-03-22 08:52:29,3,41.26,4,N,-73.965907,40.647423,-73.896474,40.828924,Unknown,423.39,5.83,1.74,82.33,10.06,221.44
CMT,2024-04-10 19:49:33,2024-06-18 22:59:04,4,27.66,2,N,-73.765183,40.751252,-73.808324,40.694215,No Charge,440.52,7.26,3.72,70.54,46.87,543.89
VTS,2024-09-07 10:24:33,2024-05-21 06:43:27,3,6.45,5,N,-73.936406,40.701314,-73.935628,40.788226,Dispute,16.12,9.58,0.58,94.2,27.44,410.83
VTS,2024-10-16 23:16:51,2024-08-17 04:30:41,1,35.7,2,N,-73.912756,40.656339,-73.966975,40.695861,Credit Card,361.05,8.48,0.87,63.48,14.65,307.67
VTS,2024-01-09 09:15:41,2024-02-12 13:01:47,4,25.48,1,N,-73.80424,40.770877,-74.013903,40.672443,Unknown,396.04,7.55,2.78,36.97,28.5,450.35
VTS,2024-06-14 02:43:26,2024-06-18 07:52:50,4,4.3,4,Y,-74.023373,40.761161,-73.908617,40.634294,Cash,190.34,1.16,4.03,83.32,29.27,102.7
VTS,2024-10-20 15:04:31,2024-04-22 01:56:12,4,7.85,1,N,-73.92323,40.83072,-73.984373,40.664683,Unknown,493.28,3.4,2.71,91.63,24.89,218.01
VTS,2024-01-25 22:14:41,2024-02-05 04:41:28,2,3.19,1,N,-73.900253,40.684601,-73.964258,40.731109,Cash,58.81,7.8,4.62,75.18,18.5,209.93
VTS,2024-07-05 03:29:48,2024-04-16 14:35:11,1,49.94,1,Y,-73.858192,40.684181,-73.945404,40.828241,Credit Card,392.27,5.75,3.29,16.09,3.52,241.08
CMT,2024-10-18 05:45:31,2024-06-11 00:03:54,5,37.99,2,Y,-73.837915,40.67494,-73.934207,40.705708,Dispute,425.51,1.77,4.78,57.85,31.27,271.69
VTS,2024-04-07 05:32:03,2024-07-19 12:33:09,3,32.8,5,Y,-73.919519,40.769728,-73.915044,40.690886,No Charge,189.31,8.27,3.14,12.44,18.83,195.22
CMT,2024-11-12 09:53:07,2024-07-22 18:00:09,4,31.78,2,Y,-73.806089,40.740994,-74.048012,40.717283,Dispute,262.54,4.02,2.98,85.7,22.18,376.58
CMT,2024-05-09 09:56:54,2024-09-28 17:10:28,3,15.71,2,Y,-73.842877,40.798511,-74.009218,40.825059,Cash,18.4,2.23,0.08,88.2,29.27,62.8
VTS,2024-01-09 08:36:41,2024-10-15 16:27:19,6,5.4,5,Y,-73.7532,40.669331,-73.949837,40.693813,Cash,140.62,6.68,2.1,88.54,39.4,74.24
VTS,2024-10-14 03:46:13,2024-03-26 10:25:52,5,4.54,4,Y,-73.970957,40.832249,-73.932749,40.702715,Cash,442.82,0.49,3.35,46.92,23.52,19.08
VTS,2024-04-11 17:09:28,2024-06-20 01:15:05,1,14.72,4,Y,-73.810264,40.726063,-73.985411,40.840464,Dispute,481.94,0.09,0.5,23.61,8.86,83.44
VTS,2024-09-04 06:46:07,2024-01-09 18:56:00,6,40.98,4,Y,-73.994061,40.703848,-73.991212,40.719096,Cash,15.81,7.84,4.73,67.97,23.56,190.54
CMT,2024-02-02 04:49:50,2024-02-26 04:59:18,6,42.86,4,N,-73.967624,40.707642,-74.018209,40.704897,Credit Card,338.63,1.52,2.57,56.63,45.15,371.74
CMT,2024-01-28 12:21:19,2024-05-10 00:59:49,6,14.53,1,N,-74.01174,40.838748,-74.009026,40.72178,No Charge,222.45,4.41,2.0,86.01,37.76,563.53
CMT,2024-09-03 16:55:47,2024-08-23 13:16:58,6,5.33,1,N,-73.77453,40.732342,-73.9957,40.794372,Cash,192.01,4.53,0.49,61.77,5.49,102.49
VTS,2024-02-24 21:46:47,2024-09-27 01:24:43,4,32.5,3,N,-73.857197,40.812245,-73.926641,40.767551,Dispute,101.9,3.28,4.37,29.77,32.9,304.68
VTS,2024-04-21 17:17:25,2024-10-26 08:21:15,2,19.6,4,N,-73.938681,40.787049,-73.823509,40.768919,No Charge,301.08,8.81,4.34,99.02,39.59,113.56
VTS,2024-01-04 03:17:37,2024-07-19 22:32:37,4,3.62,4,Y,-73.936557,40.741319,-73.972262,40.799328,No Charge,272.07,2.9,0.55,46.81,26.71,437.25
VTS,2024-02-27 16:19:14,2024-05-07 08:43:30,6,22.8,2,Y,-73.77436,40.822743,-73.76255,40.839023,Cash,346.4,1.83,3.94,80.58,3.97,177.37
VTS,2024-03-29 17:59:37,2024-07-30 09:51:30,4,20.75,5,N,-73.877256,40.77794,-73.968904,40.751888,No Charge,299.44,5.96,4.47,3.28,30.29,382.4
VTS,2024-02-28 01:43:54,2024-08-30 21:13:45,4,33.06,5,Y,-73.940838,40.845044,-73.855901,40.665269,Dispute,97.57,6.1,3.33,30.69,39.38,153.27
VTS,2024-01-03 03:10:03,2024-08-26 18:58:43,2,22.71,4,Y,-73.785605,40.63641,-73.82962,40.726969,Dispute,327.77,5.31,3.44,97.43,21.52,95.22
CMT,2024-07-02 22:22:31,2024-08-24 23:18:55,3,16.28,2,Y,-74.013556,40.844031,-73.768761,40.642672,Credit Card,118.81,5.68,0.83,33.75,36.0,212.04
CMT,2024-02-11 20:03:08,2024-05-26 08:47:27,3,6.34,1,N,-73.875277,40.723797,-73.989996,40.849537,No Charge,68.79,2.57,4.09,30.28,25.1,169.84
CMT,2024-11-16 14:13:08,2024-02-12 19:05:27,3,11.51,5,Y,-73.772865,40.839482,-73.821682,40.659622,Dispute,77.09,1.78,4.78,42.24,36.86,477.4
VTS,2024-01-05 18:10:40,2024-10-01 13:14:08,4,41.62,5,N,-73.850438,40.748266,-73.995604,40.694432,Credit Card,221.29,7.69,4.04,87.76,37.89,199.91
VTS,2024-01-13 07:27:27,2024-11-04 12:20:22,3,11.36,3,Y,-73.998757,40.649843,-73.89484,40.840245,No Charge,108.06,2.73,4.81,54.15,47.69,142.77
VTS,2024-09-11 08:42:36,2024-10-04 19:30:59,3,16.51,4,Y,-73.959012,40.773314,-73.915757,40.702265,Credit Card,162.62,5.4,0.87,5.58,28.14,310.99
CMT,2024-05-09 19:09:06,2024-09-15 08:11:21,6,17.52,5,Y,-73.955901,40.844656,-73.805315,40.794087,Unknown,198.83,0.54,2.88,46.7,18.79,393.71
CMT,2024-06-25 22:59:25,2024-10-21 15:16:08,1,44.45,1,Y,-73.855284,40.778938,-74.002235,40.774289,Dispute,404.36,8.59,0.84,58.92,27.31,255.15
CMT,2024-08-21 10:31:50,2024-01-11 16:48:02,1,18.44,3,Y,-73.838777,40.655378,-73.77387,40.660569,No Charge,215.28,7.96,1.69,46.31,6.24,495.57
CMT,2024-01-22 17:18:58,2024-08-01 10:06:57,1,32.72,5,Y,-73.991046,40.788727,-73.75567,40.701184,Dispute,365.66,6.38,2.46,82.5,22.03,451.15
VTS,2024-08-18 00:21:24,2024-05-20 20:17:14,5,24.65,2,N,-73.986716,40.673073,-73.996538,40.829456,No Charge,117.88,8.37,4.63,36.84,49.86,84.14
VTS,2024-04-21 14:55:27,2024-11-12 18:19:22,1,5.84,5,N,-74.03157,40.825323,-73.895104,40.671913,No Charge,61.05,2.33,2.41,36.34,4.95,329.97
CMT,2024-07-19 08:54:40,2024-10-04 19:38:10,3,22.93,2,Y,-73.806513,40.808503,-73.898673,40.649551,Dispute,24.1,0.83,1.59,45.13,39.04,575.42
VTS,2024-04-28 12:26:20,2024-02-01 08:29:28,4,2.82,1,Y,-74.04298,40.669495,-73.759409,40.706259,Unknown,8.77,9.13,0.32,64.99,30.17,452.17
CMT,2024-05-24 12:43:41,2024-08-26 06:30:29,1,13.45,5,Y,-74.049598,40.72604,-74.035632,40.806579,No Charge,142.65,9.48,4.65,4.91,42.86,45.5
VTS,2024-07-01 07:20:23,2024-04-29 12:29:08,5,46.14,1,Y,-73.83338,40.659857,-74.007498,40.785464,Dispute,236.16,6.38,3.86,50.37,29.45,187.46
CMT,2024-04-03 02:00:21,2024-02-28 04:42:07,6,38.73,2,Y,-74.039744,40.682337,-73.914364,40.812056,Dispute,381.53,4.31,2.04,44.96,2.69,292.09
CMT,2024-07-11 07:02:58,2024-02-28 06:21:06,4,38.69,5,N,-73.979817,40.753521,-73.843331,40.700515,No Charge,492.38,2.42,4.01,30.04,33.17,374.39
CMT,2024-07-21 11:28:00,2024-08-10 01:53:59,3,46.89,6,N,-74.00414,40.633114,-73.965687,40.838926,Dispute,428.04,9.58,3.79,47.4,20.9,12.25
VTS,2024-03-25 01:05:15,2024-03-04 13:32:01,2,11.8,6,Y,-73.982527,40.638663,-73.911598,40.8125,Dispute,436.01,6.91,4.06,83.59,39.83,474.71
CMT,2024-07-11 20:01:14,2024-09-10 02:58:43,6,37.83,4,N,-73.980369,40.767978,-73.774908,40.649008,No Charge,170.83,2.33,2.41,53.31,35.68,441.08
